N,K,Agg,ITI,cv
2,0,0,0.502533804450659,0.16843840221941
2,0,1,0.459138461538461,0.140345299311875
2,4,0,0.48707106828811,0.145450366061853
2,4,0,0.504466308327089,0.119691347576636
2,4,1,0.504101694915254,0.0944359211594183
2,0,0,0.535515783395805,0.149406265047042
2,0,0,0.527468778464311,0.0796446606550394
2,0,1,0.509620689655172,0.173662732706448
2,4,0,0.559101508636713,0.0805271102764306
2,4,0,0.559564689178643,0.0758846364313156
2,4,1,0.559846153846154,0.0804833603809924
2,0,0,0.483566248312862,0.0630859176639079
2,0,0,0.458039727256436,0.0689362397292089
2,0,1,0.458030769230769,0.102116963781167
2,4,0,0.495125467372126,0.0495376006315792
2,4,0,0.494250619548099,0.0529580631235962
2,4,1,0.494633333333333,0.0564236802141657
2,0,0,0.604058348159927,0.266737740090787
2,0,0,0.435088474549278,0.093426960702207
2,0,1,0.428985507246377,0.17887088074915
2,4,0,0.565215220245499,0.171071010763847
2,4,0,0.504947211513941,0.127347806228587
2,4,1,0.504965517241379,0.132190072372371
2,0,0,0.477750883909138,0.133649566796619
2,0,0,0.501420154092381,0.110592419838321
2,0,1,0.502033898305085,0.0820963462556736
2,4,0,0.520936359560302,0.178704780401809
2,4,0,0.529403582551246,0.0607827897798379
2,4,1,0.53025,0.0598326144211392
2,0,0,0.434960518632263,0.0571567307533585
2,0,0,0.559068539284925,0.108439171928365
2,0,1,0.435676470588235,0.141663052557804
2,4,0,0.489085170209183,0.141314073815906
2,4,0,0.51692059362634,0.136418136859525
2,4,1,0.514842105263158,0.155557217330907
2,0,0,0.482233458187938,0.0650164827674412
2,0,0,0.505880245846822,0.0875058210651126
2,0,1,0.482229508196721,0.120062590629349
2,4,0,0.516149695451244,0.061512546467635
2,4,0,0.517273720921271,0.054758236556742
2,4,1,0.516140350877193,0.0641949902752026
2,0,0,0.542634890860863,0.159244275294262
2,0,0,0.436368484398615,0.0940889003160744
2,0,1,0.441641791044776,0.152692070081041
2,4,0,0.501400610510527,0.103835282330318
2,4,0,0.504692182595626,0.0784069577181572
2,4,1,0.50471186440678,0.0868198433960305
2,0,0,0.467468891663121,0.0627483007101424
2,0,0,0.515270554850422,0.0566585942962943
2,0,1,0.467746031746032,0.103860816310824
2,4,0,0.511087336553542,0.0677394171079439
2,4,0,0.512690059106493,0.0847636705712313
2,4,1,0.511103448275862,0.0764182333831178
2,0,0,0.537076665640557,0.147717376521158
2,0,0,0.539320596025236,0.0631417741588723
2,0,1,0.518245614035088,0.155544462036009
2,4,0,0.539127343143928,0.184554119058979
2,4,0,0.538954911713495,0.167924995266537
2,4,1,0.560423076923077,0.124937292298431
2,0,0,0.489723384536847,0.135716291618956
2,0,0,0.600362720549726,0.0630515191309954
2,0,1,0.4897,0.151774378522699
2,4,0,0.537135064712154,0.121037882070493
2,4,0,0.547385865918526,0.129472974136
2,4,1,0.546666666666667,0.10661875886046
2,0,0,0.451951797756134,0.0827248166877031
2,0,0,0.413373368464136,0.0566800265302789
2,0,1,0.413388888888889,0.0877549710802737
2,4,0,0.454878061560464,0.0488063087970158
2,4,0,0.454367246073477,0.0565915712191081
2,4,1,0.4548,0.0633831068323263
2,0,0,0.460277516832863,0.0581825803655298
2,0,0,0.452852253071667,0.0659776024020337
2,0,1,0.4572,0.0691523434247187
2,4,0,0.477395278132037,0.0987919283127523
2,4,0,0.47806357675479,0.104917585588776
2,4,1,0.477322580645161,0.064099501271825
2,0,0,0.425095028468678,0.0577704313349629
2,0,0,0.506534333908977,0.062338895290568
2,0,1,0.425114285714286,0.102450677823925
2,4,0,0.475286270740382,0.0667379945447109
2,4,0,0.477138680030652,0.0857895049611594
2,4,1,0.475290322580645,0.0826278689603754
2,0,0,0.533877253369985,0.153781540305677
2,0,0,0.524656819282068,0.200934286768669
2,0,1,0.543309090909091,0.131929541220331
2,4,0,0.573189382273766,0.093050598209783
2,4,0,0.572842593198518,0.065307717060703
2,4,1,0.573115384615385,0.08871598733669
2,0,0,0.525814638635758,0.118066006754356
2,0,0,0.456958819275504,0.15349423960449
2,0,1,0.464222222222222,0.140651371746663
2,4,0,0.519480691715052,0.0800477453999725
2,4,0,0.519439007024728,0.0704921174067789
2,4,1,0.519052631578947,0.075801219091457
2,0,0,0.506300280557288,0.126819610898156
2,0,0,0.474828760281993,0.0633458632098829
2,0,1,0.473645161290323,0.111764549837547
2,4,0,0.508590726542122,0.0615355205514002
2,4,0,0.508079223193011,0.115923759055197
2,4,1,0.508068965517241,0.111929524610454
2,0,0,0.518915412473424,0.143250600636502
2,0,0,0.541271523335428,0.102260138380422
2,0,1,0.5388,0.111282017916245
2,4,0,0.552353272370269,0.1391439877475
2,4,0,0.563556050200161,0.0790541412708476
2,4,1,0.563018867924528,0.109232568487007
2,0,0,0.543832787079121,0.118233299813456
2,0,0,0.51106074800639,0.102511392745105
2,0,1,0.522385964912281,0.119421485800919
2,4,0,0.548804815405193,0.0926539371979869
2,4,0,0.548474921950814,0.171986703066784
2,4,1,0.549296296296296,0.13205431638078
2,0,0,0.50137976661016,0.114352548396638
2,0,0,0.414022590048495,0.0497176366164376
2,0,1,0.414027777777778,0.0810890433835276
2,4,0,0.468116185992105,0.0671330762518282
2,4,0,0.467922688405221,0.0506766616060779
2,4,1,0.467936507936508,0.0798316018238795
2,0,0,0.46269981976212,0.107319476901703
2,0,0,0.486801098780589,0.0670482556673896
2,0,1,0.4643125,0.0950251402022855
2,4,0,0.486162869210262,0.129035059802514
2,4,0,0.495188196387296,0.0709302510974654
2,4,1,0.4952,0.0962096584384938
2,0,0,0.492990956025943,0.151118538135961
2,0,0,0.600246925852727,0.195383111303803
2,0,1,0.50135593220339,0.182149370988277
2,4,0,0.544522117765,0.118821548893062
2,4,0,0.579670837074618,0.169849779803544
2,4,1,0.544518518518519,0.139871954344685
2,0,0,0.475652533840785,0.0576024252463508
2,0,0,0.529678723289203,0.110557991110459
2,0,1,0.475645161290323,0.12604912021332
2,4,0,0.524225610562723,0.143347793800497
2,4,0,0.513520996826702,0.144652828165249
2,4,1,0.524214285714286,0.118585503226384
2,0,0,0.42523237609863,0.0563150357248093
2,0,0,0.489256351094923,0.0530765794519113
2,0,1,0.423828571428571,0.114059016468378
2,4,0,0.476973845823595,0.0633078365807954
2,4,0,0.476140834355905,0.0416444341926018
2,4,1,0.476161290322581,0.0763821529631889
2,0,0,0.486663983625325,0.102888346650761
2,0,0,0.48892370218766,0.136500847193626
2,0,1,0.494766666666667,0.121907277697586
2,4,0,0.518694512009738,0.115688666622498
2,4,0,0.500034312727551,0.15694950135803
2,4,1,0.518666666666667,0.106613817642747
2,0,0,0.533772175075893,0.151248729800233
2,0,0,0.537740177547276,0.147355417716855
2,0,1,0.551555555555556,0.089296562703348
2,4,0,0.579269134313288,0.160660058310324
2,4,0,0.566456994383233,0.152342947899388
2,4,1,0.57921568627451,0.0588180740642019
2,0,0,0.526986251252652,0.0636080327617386
2,0,0,0.563066755252305,0.0683913993426391
2,0,1,0.522892857142857,0.113784667175866
2,4,0,0.539975262575694,0.166729549950355
2,4,0,0.56076711149209,0.105717947453625
2,4,1,0.550407407407407,0.125100596751185
2,0,0,0.498293553610217,0.0523885088617034
2,0,0,0.521110662111385,0.140110750531445
2,0,1,0.4983,0.114959055268057
2,4,0,0.540115615427712,0.0742181428542245
2,4,0,0.539267334497538,0.0561802087242953
2,4,1,0.540545454545455,0.0774949543339726
2,0,0,0.472572127641491,0.0665352623870114
2,0,0,0.412163161837295,0.0597290200395735
2,0,1,0.412166666666667,0.107353135327894
2,4,0,0.448270197324523,0.180778782473568
2,4,0,0.455739730434723,0.0734479885608902
2,4,1,0.456092307692308,0.0918560869006663
2,0,0,0.517320710020769,0.114812754857443
2,0,0,0.505514464321235,0.107751171426599
2,0,1,0.50551724137931,0.10914515858593
2,4,0,0.536921682405434,0.0996133148499375
2,4,0,0.537924398421305,0.0727142044977516
2,4,1,0.537927272727273,0.0718486563294326
2,0,0,0.536859614757291,0.145210162719658
2,0,0,0.455901007640641,0.0650957481492942
2,0,1,0.455907692307692,0.145347464939347
2,4,0,0.515014868292645,0.0825006270187358
2,4,0,0.514609250593954,0.127579901108224
2,4,1,0.514620689655172,0.0959616734058588
2,0,0,0.528870263698088,0.10607388146843
2,0,0,0.473052770789215,0.0702806920624944
2,0,1,0.474571428571429,0.134220673611366
2,4,0,0.515308153241058,0.105351190206163
2,4,0,0.523120675314906,0.0634372108873578
2,4,1,0.524350877192982,0.069961202152035
2,0,0,0.465920375370572,0.0581784192344552
2,0,0,0.539068384190318,0.154186514061044
2,0,1,0.466920634920635,0.1473818477816
2,4,0,0.52471088078412,0.123619051064267
2,4,0,0.526102935204369,0.0566341830302743
2,4,1,0.524714285714286,0.0912164489079206
2,0,0,0.413878352478624,0.061090353470881
2,0,0,0.468479849516014,0.0589186377146822
2,0,1,0.413887323943662,0.100638099412946
2,4,0,0.46048896490209,0.0992146958790624
2,4,0,0.460831541360978,0.0802193135620682
2,4,1,0.46059375,0.0910295612069637
2,0,0,0.460986942513541,0.103399148009839
2,0,0,0.444456250124183,0.0558734249316562
2,0,1,0.447030303030303,0.0954870432039916
2,4,0,0.48087423996194,0.047766783209508
2,4,0,0.479676569083731,0.0521217728250782
2,4,1,0.480852459016393,0.0551971556095958
2,0,0,0.502305219146071,0.211559725632889
2,0,0,0.531478178948462,0.134850041501734
2,0,1,0.52675,0.144212940091835
2,4,0,0.558442894927543,0.128518072765667
2,4,0,0.54973955914017,0.196119948441415
2,4,1,0.56011320754717,0.113447317451863
2,0,0,0.424738228761748,0.0582966127090737
2,0,0,0.512542089170418,0.0583603644506782
2,0,1,0.424742857142857,0.115267910479994
2,4,0,0.481996215267169,0.059983873311347
2,4,0,0.481895745568062,0.0426098729272499
2,4,1,0.482,0.0735583733821952
2,0,0,0.482407717713127,0.152060466922941
2,0,0,0.54538018448514,0.0816736467942263
2,0,1,0.4985,0.151854239469674
2,4,0,0.528218610963166,0.174411150116763
2,4,0,0.537760139265255,0.145338347422504
2,4,1,0.537818181818182,0.121981849853474
2,0,0,0.454088251964703,0.10083835688667
2,0,0,0.428818704813266,0.0615553394377118
2,0,1,0.427826086956522,0.0932506646581996
2,4,0,0.466019540104335,0.0862776967104297
2,4,0,0.465762924822516,0.0707794246676959
2,4,1,0.4660625,0.0669050647976106
2,0,0,0.49131428522528,0.105919132182294
2,0,0,0.453753327359585,0.0576603243869865
2,0,1,0.454061538461538,0.105416674390211
2,4,0,0.498124484017127,0.0491286204981318
2,4,0,0.498038730081622,0.0887772515374295
2,4,1,0.498135593220339,0.0626176804329461
2,0,0,0.435003829231412,0.0584805999145577
2,0,0,0.52239878935929,0.14804581911681
2,0,1,0.435,0.122250444140767
2,4,0,0.491310825355111,0.12803514466256
2,4,0,0.499617636816594,0.111801849916661
2,4,1,0.499627118644068,0.157787732910572
2,0,0,0.4504735335185,0.0701955192324061
2,0,0,0.528703891550459,0.190804782887276
2,0,1,0.450484848484848,0.151482018271233
2,4,0,0.512899734521832,0.105017735485973
2,4,0,0.511080231743378,0.0947821272900914
2,4,1,0.512912280701754,0.105872826471902
2,0,0,0.542702454057086,0.177686131395064
2,0,0,0.449121612170326,0.0644352702091287
2,0,1,0.449121212121212,0.147840826345254
2,4,0,0.508004122700004,0.132821230047579
2,4,0,0.508115972238325,0.0894632564162384
2,4,1,0.517017543859649,0.106595482029383
2,0,0,0.515150977945253,0.112276787543693
2,0,0,0.456822421407421,0.0581768788306842
2,0,1,0.455969230769231,0.119514271370834
2,4,0,0.501441706471873,0.0992096405556794
2,4,0,0.504072038004049,0.0744911676250509
2,4,1,0.504135593220339,0.0940623000672472
2,0,0,0.51364296437215,0.0990748667394975
2,0,0,0.444864322297729,0.05197721726272
2,0,1,0.445151515151515,0.129991001535811
2,4,0,0.497200809019362,0.106606623278055
2,4,0,0.497194931900511,0.049665930968164
2,4,1,0.497186440677966,0.0743019612888409
2,0,0,0.528324960721797,0.112073038349288
2,0,0,0.586667750217433,0.161362956238707
2,0,1,0.534214285714286,0.153717404629912
2,4,0,0.580305660234007,0.116290001740978
2,4,0,0.580512127095622,0.12332602974542
2,4,1,0.58043137254902,0.141774767898845
2,0,0,0.56463808079832,0.239967284774289
2,0,0,0.496995636578332,0.174744969966425
2,0,1,0.514456140350877,0.206236619753391
2,4,0,0.584775110757774,0.209334905217189
2,4,0,0.541096016703336,0.182346743747959
2,4,1,0.561923076923077,0.162560192525161
2,0,0,0.538801135331242,0.190923712236207
2,0,0,0.459058693554325,0.0751153955756556
2,0,1,0.46215625,0.1623641420132
2,4,0,0.52233521981996,0.0939688188445169
2,4,0,0.52266120573219,0.0708890364518604
2,4,1,0.523157894736842,0.0966215879616243
2,0,0,0.44464771117461,0.0517209295498663
2,0,0,0.52168124087511,0.146451813260737
2,0,1,0.44465671641791,0.119809036352675
2,4,0,0.501399156657239,0.0918513636090369
2,4,0,0.500819624348772,0.0845768523286548
2,4,1,0.501898305084746,0.0943411261549306
2,0,0,0.467339807634527,0.0702202160946559
2,0,0,0.429507849453775,0.0532104595024093
2,0,1,0.433014492753623,0.0969867561088423
2,4,0,0.469260522132712,0.0893149076441472
2,4,0,0.473243720640908,0.0677135254761866
2,4,1,0.469174603174603,0.0692608435782719
2,0,0,0.507759451024883,0.14017596344016
2,0,0,0.492171780460127,0.104943366497444
2,0,1,0.498166666666667,0.109704609081208
2,4,0,0.533328965694089,0.0994337745143723
2,4,0,0.51468208439497,0.145832914262755
2,4,1,0.533321428571429,0.0971692845691186
2,0,0,0.534314050081116,0.0647608061794257
2,0,0,0.525147997130182,0.223325634911838
2,0,1,0.523263157894737,0.121675626343049
2,4,0,0.555239541138841,0.131600226049079
2,4,0,0.545345297151989,0.15161043891595
2,4,1,0.565653846153846,0.100144516396389
2,0,0,0.443645605347657,0.0971470112304478
2,0,0,0.453203805574079,0.0963388640180485
2,0,1,0.44644776119403,0.0788166105437894
2,4,0,0.473043011664902,0.0551740874858225
2,4,0,0.472174902086422,0.0452070826515112
2,4,1,0.472095238095238,0.0469068010702296
2,0,0,0.451002571934064,0.06021950764694
2,0,0,0.558199077371041,0.121869742481948
2,0,1,0.451753846153846,0.138903095559458
2,4,0,0.493380594205029,0.166092586980196
2,4,0,0.516472891158223,0.164664464267149
2,4,1,0.507586206896552,0.130255841911586
2,0,0,0.481564608217458,0.0656943372407086
2,0,0,0.444627280353968,0.102686828623287
2,0,1,0.445090909090909,0.109231727661794
2,4,0,0.481289948397295,0.084945364362914
2,4,0,0.479879166953796,0.0740649421735097
2,4,1,0.480709677419355,0.0887423388885086
2,0,0,0.43941389073119,0.0651223655511836
2,0,0,0.476825959064655,0.0653622230108032
2,0,1,0.439402985074627,0.0995479958908603
2,4,0,0.470302308340274,0.103108488202497
2,4,0,0.478009418432732,0.0729928418915372
2,4,1,0.477387096774193,0.062387559188039
2,0,0,0.481053990985779,0.0547104567942242
2,0,0,0.497017222763182,0.0607577362794328
2,0,1,0.48072131147541,0.0896568004710024
2,4,0,0.512059669290489,0.0930509300406868
2,4,0,0.51318537104794,0.112710045829938
2,4,1,0.51319298245614,0.0905046944460135
2,0,0,0.489419237049042,0.115559906368324
2,0,0,0.454783109505289,0.121593866780148
2,0,1,0.469206349206349,0.137646406549814
2,4,0,0.498942823756125,0.0981329589137927
2,4,0,0.496773712661096,0.0614983204843155
2,4,1,0.496766666666667,0.0600327711550545
2,0,0,0.472611565808519,0.070658194475001
2,0,0,0.53319947381039,0.115360273862384
2,0,1,0.471746031746032,0.130046264541836
2,4,0,0.510815266156794,0.113587708348338
2,4,0,0.520993952006703,0.107331390952683
2,4,1,0.519789473684211,0.0932643102142498
2,0,0,0.454336517233844,0.0598406484852232
2,0,0,0.461239281493117,0.0980747353724377
2,0,1,0.457661538461538,0.0681597333889276
2,4,0,0.486947340426616,0.0534240726410775
2,4,0,0.488880514633116,0.0515540032500161
2,4,1,0.488885245901639,0.060029222080895
2,0,0,0.512470375362179,0.0661209890703413
2,0,0,0.462379713769966,0.0507581724459997
2,0,1,0.4605625,0.11267843378226
2,4,0,0.498522113651677,0.139458014997844
2,4,0,0.494386502736237,0.138482981720356
2,4,1,0.498135593220339,0.125778805329994
2,0,0,0.48841791698469,0.132845541132326
2,0,0,0.505173681026802,0.106568228683962
2,0,1,0.488333333333333,0.10498474200855
2,4,0,0.52040985204977,0.149727866145382
2,4,0,0.503454032552226,0.19184300408191
2,4,1,0.521368421052632,0.106360269775918
2,0,0,0.548717963842784,0.147407015777273
2,0,0,0.549166419053868,0.121818100752118
2,0,1,0.559056603773585,0.110818090520723
2,4,0,0.566526292040046,0.192052801117034
2,4,0,0.555000531579058,0.185232751722545
2,4,1,0.577607843137255,0.162650297386885
2,0,0,0.493598080310334,0.135066742587492
2,0,0,0.493073642280958,0.0535223848608311
2,0,1,0.493633333333333,0.0827189702164341
2,4,0,0.516054583641838,0.10640400537569
2,4,0,0.516094009612746,0.0850715910800978
2,4,1,0.516105263157895,0.0836004433685202
2,0,0,0.536402259461003,0.156773451863373
2,0,0,0.504045420701977,0.053727366979568
2,0,1,0.504033898305085,0.13349051475821
2,4,0,0.551036212271588,0.101670380877769
2,4,0,0.540155185007333,0.113543345420288
2,4,1,0.550518518518519,0.0641944887613135
2,0,0,0.544209411354404,0.186416812467018
2,0,0,0.441947947607374,0.0534951811391432
2,0,1,0.441940298507463,0.150708560032641
2,4,0,0.515277072707627,0.0978090497069518
2,4,0,0.504972947356818,0.0903305257215317
2,4,1,0.513689655172414,0.103732129285957
4,0,0,0.519381599312321,0.0987414515808586
4,0,0,0.476810234787555,0.142097196311988
4,0,0,0.451613845464746,0.0631251370883126
4,0,0,0.497208861774271,0.120034040881709
4,0,1,0.45878125,0.210408217736944
4,4,0,0.517580630546277,0.0985628116810576
4,4,0,0.515299837057415,0.0507203819954505
4,4,0,0.515829012257206,0.0977365276242113
4,4,0,0.507145249653004,0.105495028419473
4,4,1,0.516105263157895,0.038982370986637
4,0,0,0.477013442853406,0.140953315296916
4,0,0,0.542485490680006,0.155967875274185
4,0,0,0.500678589120391,0.0629786019284506
4,0,0,0.563338343598388,0.21950494542112
4,0,1,0.469904761904762,0.24102364187672
4,4,0,0.546852722485441,0.118324378912784
4,4,0,0.548341563973564,0.103830909873247
4,4,0,0.54784433321636,0.102304213302078
4,4,0,0.559225277647345,0.188063926659915
4,4,1,0.548185185185185,0.108935176367555
4,0,0,0.493258002756177,0.102299480123126
4,0,0,0.416035880836294,0.0656019256077789
4,0,0,0.532569185182932,0.174657481946924
4,0,0,0.438852993836318,0.0570550693357576
